,Tweet_Text,Tweet_Date_Time,Num_likes,Num_retweets,Num_images
308,Congratulation @soujanyaporia for being appointed as an Adjunct Faculty of @IIITDelhi. He will be working with team… https://t.co/Rve8ewvi4I,Fri Aug 03 05:56:33 +0000 2018,6,1,
309,@IIITDelhi @the_dhumketu Thanks team @midasIIITD https://t.co/2WvhaHBq3h,Wed Aug 01 11:47:15 +0000 2018,5,1,1.0
310,"RT @IIITDelhi: Congratulations @midasIIITD intern @the_dhumketu for getting his paper titled,""Harnessing AI for Speech Reconstruction using…",Wed Aug 01 11:20:07 +0000 2018,7,4,
311,"RT @learning_pt: Profile of the 5 Indian undergrads admitted to MIT for 2018-2022 session. 
Note, how they grabbed the Linguistics Olympiad…",Wed Aug 01 05:06:47 +0000 2018,4,4,
312,Have a look at the list of accepted papers in ACM Multimedia 2018 if you are willing to work on some interesting mu… https://t.co/N7Biw32JS2,Tue Jul 31 12:11:52 +0000 2018,1,0,
313,"RT @goodfellow_ian: https://t.co/hYiWI7ntyk TensorFuzz automates the process of finding inputs that cause some specific testable behavior,…",Tue Jul 31 02:06:26 +0000 2018,756,264,
314,"RT @IIITDelhi: Congratulations Dr. @RatnRajiv and team @midasIIITD for getting their paper titled,""Learning and Fusing Multimodal Deep Feat…",Mon Jul 30 07:30:51 +0000 2018,14,2,
315,"RT @ylecun: Jitendra Malik, who directs FAIR-Menlo Park, talks about the future of computer vision in his acceptance talk after receiving t…",Sat Jul 28 11:07:11 +0000 2018,218,57,
316,"RT @kdnuggets: .@Bloomberg launches free course  ""Foundations of #MachineLearning"" for those with Strong #Math Backgrounds  https://t.co/9R…",Sat Jul 28 06:14:09 +0000 2018,225,105,
317,RT @TechAtBloomberg: Missed #PyLondinium18? Watch the videos of the keynotes and other speakers now: https://t.co/ZdsCV6csy7,Sat Jul 28 06:13:48 +0000 2018,7,7,
318,"RT @IIITDelhi: We are delighted to announce that @IIITDelhi has joined hands with University at Buffalo, the State University of New York f…",Sat Jul 28 04:08:21 +0000 2018,36,6,
319,"Get ready for the annual technical fest of @IIITDelhi, Esya, on 17th and 18th August 2018. The theme for this year'… https://t.co/sXbZ4j5SAN",Fri Jul 27 06:46:44 +0000 2018,3,2,
320,"Congratulations Dr. @RatnRajiv and team @midasIIITD for getting their paper titled,""Learning and Fusing Multimodal… https://t.co/HWZ1aqzERE",Fri Jul 27 04:07:31 +0000 2018,8,2,
321,Congratulations MIDAS @midasIIITD intern Prakhar Srivastava @prakharcode for being selected to give a talk in PyCon… https://t.co/b1cUb4VMss,Wed Jul 25 05:14:35 +0000 2018,5,1,
322,MIDAS@IIITD foundation. https://t.co/LKuzyBHzjm,Tue Jul 24 10:33:23 +0000 2018,2,1,
323,It feels great to be the part of @IIITDelhi. https://t.co/IRRTtIpC6D,Tue Jul 24 10:12:34 +0000 2018,2,1,
324,"Thank you, @toonzratn for designing the logo of MIDAS. https://t.co/yx2u2Vs36Z",Tue Jul 24 09:46:26 +0000 2018,4,1,1.0
325,"We are on Facebook too. Like our page to get our updates. https://t.co/CRaw6KQPSf

#MIDAS #IIITD… https://t.co/0gj73NnlGc",Mon Jul 23 16:25:05 +0000 2018,3,1,
326,"MIDAS is a group of researchers at IIIT-Delhi who study, analyze, and build different multimedia systems for societ… https://t.co/omKEqF7xqN",Mon Jul 23 12:53:15 +0000 2018,7,4,
